!Keysight Technologies
!Date: 2024.05.08
!Correction: S11(Full 2 Port(1,2))
!S21(Full 2 Port(1,2))
!S12(Full 2 Port(1,2))
!S22(Full 2 Port(1,2))
!S2P File: Measurements: S11, S21, S12, S22:
# Hz S  RI   R 50
1.000000000000000000e+07 2.742953751941743998e-02 3.372488785433980923e-02 6.503021634642223159e-01 -7.170895340049109334e-01 6.503021634642223159e-01 -7.170895340049109334e-01 4.093533787475572838e-02 -3.260855856108356432e-02
1.099500000000000000e+08 1.128768640815117075e-02 -9.677962889464547178e-03 7.711273780662899480e-01 -4.702020122506903044e-01 7.711273780662899480e-01 -4.702020122506903044e-01 9.543134933545366003e-03 -1.088781933013220106e-02
2.099000000000000000e+08 5.713008409232361862e-03 -6.696990837065296305e-03 1.304932593759343118e-01 8.601696977369623909e-01 1.304932593759343118e-01 8.601696977369623909e-01 1.043264828249198216e-02 -5.359227299458746256e-03
3.098500000000000000e+08 3.945894287975318208e-03 7.515055245043177241e-03 2.454447535968652117e-01 -8.082434463466542374e-01 2.454447535968652117e-01 -8.082434463466542374e-01 2.320825461880581409e-03 -2.129885664064369664e-03
4.098000000000000000e+08 1.415245422138102817e-02 9.475056395966447928e-03 2.410208010420984426e-01 7.872489394447462763e-01 2.410208010420984426e-01 7.872489394447462763e-01 2.061567881191989776e-02 2.532393681993446496e-03
5.097500000000000000e+08 7.090301229225918003e-03 -5.761174349544015243e-03 5.587610572867562908e-01 5.797974864042125809e-01 5.587610572867562908e-01 5.797974864042125809e-01 5.745589164122988368e-03 9.179567696401918359e-03
6.097000000000000000e+08 5.380468844505127517e-03 3.598434298020751487e-03 1.645465871984711781e-01 -7.712045653230662490e-01 1.645465871984711781e-01 -7.712045653230662490e-01 2.127514988412148190e-03 6.701105652379875550e-03
7.096500000000000000e+08 3.068570425438415378e-02 3.002226048434437217e-03 2.158631872229760384e-02 -7.739513898625913768e-01 2.158631872229760384e-02 -7.739513898625913768e-01 1.381761900483070502e-02 -2.894084836308325609e-02
8.096000000000000000e+08 1.053345005329355509e-02 -3.346831558878565586e-04 1.237833933828585420e-01 7.509420553932191211e-01 1.237833933828585420e-01 7.509420553932191211e-01 3.501415208579856855e-03 -1.397170567717384571e-02
9.095500000000000000e+08 1.732085984775641463e-02 -4.786424919193524308e-03 1.750287371253737012e-01 7.281804159115634612e-01 1.750287371253737012e-01 7.281804159115634612e-01 8.411870611094900488e-03 1.274785287532403943e-02
1.009500000000000000e+09 2.581936096014774903e-02 1.798143180880344347e-02 6.386148894233348861e-01 -3.683360734311169060e-01 6.386148894233348861e-01 -3.683360734311169060e-01 2.247580529282236159e-02 3.192055469517157684e-02
1.109450000000000000e+09 1.473404039794134514e-02 -1.435351261754355678e-02 5.919867032456579414e-01 -4.209923914837279679e-01 5.919867032456579414e-01 -4.209923914837279679e-01 3.476285419824797635e-02 6.891177546233416204e-03
1.209400000000000000e+09 1.627992700377856039e-02 2.018614397223274584e-02 5.969286236927818790e-01 -3.963668625779017685e-01 5.969286236927818790e-01 -3.963668625779017685e-01 1.047119562253419692e-02 -3.190104836033871849e-02
1.309350000000000000e+09 1.188403290111669786e-02 1.978272468828749797e-02 4.893821292131097511e-01 5.099261303760976860e-01 4.893821292131097511e-01 5.099261303760976860e-01 2.207132349583542513e-02 -8.734739445679689379e-03
1.409300000000000000e+09 4.100152737237172733e-05 3.938320124323834576e-02 4.377745655551507076e-01 5.423646192318908321e-01 4.377745655551507076e-01 5.423646192318908321e-01 2.150801713303424414e-02 2.420855397223149047e-02
1.509250000000000000e+09 3.372258472289257122e-03 8.305189594099194467e-03 3.710378780884814875e-01 5.812548043307933510e-01 3.710378780884814875e-01 5.812548043307933510e-01 1.088711135921635771e-02 9.355785028413349941e-03
1.609200000000000000e+09 2.534753712976610743e-02 -4.771840585927317364e-03 5.139797291016187097e-01 -4.467954674824301531e-01 5.139797291016187097e-01 -4.467954674824301531e-01 1.071452316954069756e-02 1.784704913690311062e-02
1.709150000000000000e+09 1.376193477507835390e-02 -2.426108405728566453e-02 5.612361947036302867e-01 -3.702901155062527372e-01 5.612361947036302867e-01 -3.702901155062527372e-01 2.510006978300453537e-02 3.967359523769826285e-02
1.809100000000000000e+09 9.532418528323847312e-03 -1.324764768123383278e-02 6.110842539796349504e-01 -2.628082647022009222e-01 6.110842539796349504e-01 -2.628082647022009222e-01 1.282944829930115355e-03 -1.799395494002472076e-02
1.909050000000000000e+09 1.330233241706985092e-02 -7.177319219645265230e-03 6.424090819733007107e-01 -1.405119306805362733e-01 6.424090819733007107e-01 -1.405119306805362733e-01 6.132454815164583260e-03 2.492314749265589491e-02
